direction_id,route_id,stop_sequence,stop_name,stop_lat,stop_lon,ADA,ADA Notes,express,precinct,stop_id
0,1,1,South Ferry,40.702068,-74.013664,1,,0,,0
0,1,2,Rector St,40.707513,-74.013783,0,,0,,1
0,1,3,WTC Cortlandt,40.711835,-74.012188,1,,0,,2
0,1,4,Chambers St,40.715478,-74.009266,1,,0,,3
0,2,23,Chambers St,40.715478,-74.009266,1,,1,,4
0,3,23,Chambers St,40.715478,-74.009266,1,,1,,5
0,1,5,Franklin St,40.719318,-74.006886,0,,0,,6
0,1,6,Canal St,40.722854,-74.006277,0,,0,,7
0,1,7,Houston St,40.728251,-74.005367,0,,0,,8
0,1,8,Christopher St-Sheridan Sq,40.733422,-74.002906,0,,0,,9
0,1,9,14 St,40.737826,-74.000201,0,,0,,10
0,2,24,14 St,40.737826,-74.000201,0,,1,,11
0,3,24,14 St,40.737826,-74.000201,0,,1,,12
0,1,10,18 St,40.74104,-73.997871,0,,0,,13
0,1,11,23 St,40.744081,-73.995657,0,,0,,14
0,1,12,28 St,40.747215,-73.993365,0,,0,,15
0,1,13,34 St-Penn Station,40.750373,-73.991057,1,,0,,16
0,2,25,34 St-Penn Station,40.750373,-73.991057,1,,1,,17
0,3,25,34 St-Penn Station,40.750373,-73.991057,1,,1,,18
0,1,14,Times Sq-42 St,40.75529,-73.987495,1,,0,,19
0,2,26,Times Sq-42 St,40.75529,-73.987495,1,,1,,20
0,3,26,Times Sq-42 St,40.75529,-73.987495,1,,1,,21
0,1,15,50 St,40.761728,-73.983849,0,,0,,22
0,1,16,59 St-Columbus Circle,40.768247,-73.981929,1,,0,,23
0,1,17,66 St-Lincoln Center,40.77344,-73.982209,1,,0,,24
0,1,18,72 St,40.778453,-73.98197,1,,0,,25
0,2,27,72 St,40.778453,-73.98197,1,,1,,26
0,3,27,72 St,40.778453,-73.98197,1,,1,,27
0,1,19,79 St,40.783934,-73.979917,0,,0,,28
0,1,20,86 St,40.788644,-73.976218,0,,0,,29
0,1,21,96 St,40.793919,-73.972323,1,,0,,30
0,2,28,96 St,40.793919,-73.972323,1,,1,,31
0,3,28,96 St,40.793919,-73.972323,1,,1,,32
0,1,22,103 St,40.799446,-73.968379,0,,0,,33
0,1,23,Cathedral Pkwy (110 St),40.803967,-73.966847,0,,0,,34
0,1,24,116 St-Columbia University,40.807722,-73.96411,0,,0,,35
0,1,25,125 St,40.815581,-73.958372,0,,0,,36
0,1,26,137 St-City College,40.822008,-73.953676,0,,0,,37
0,1,27,145 St,40.826551,-73.95036,0,,0,,38
0,1,28,157 St,40.834041,-73.94489,0,,0,,39
0,1,29,168 St-Washington Hts,40.840556,-73.940133,0,,0,,40
0,1,30,181 St,40.849505,-73.933596,0,,0,,41
0,1,31,191 St,40.855225,-73.929412,0,,0,,42
0,1,32,Dyckman St,40.860531,-73.925536,2,Downtown only,0,,43
0,1,33,207 St,40.864621,-73.918822,0,,0,,44
0,1,34,215 St,40.869444,-73.915279,0,,0,,45
0,1,35,Marble Hill-225 St,40.874561,-73.909831,0,,0,,46
0,2,20,Wall St,40.706821,-74.0091,0,,1,,47
0,3,20,Wall St,40.706821,-74.0091,0,,1,,48
0,2,21,Fulton St,40.709416,-74.006571,1,,1,,49
0,3,21,Fulton St,40.709416,-74.006571,1,,1,,50
0,2,22,Park Place,40.713051,-74.008811,0,,1,,51
0,3,22,Park Place,40.713051,-74.008811,0,,1,,52
0,2,29,Central Park North (110 St),40.799075,-73.951822,0,,1,,53
0,3,29,Central Park North (110 St),40.799075,-73.951822,0,,1,,54
0,2,30,116 St,40.802098,-73.949625,0,,1,,55
0,3,30,116 St,40.802098,-73.949625,0,,1,,56
0,2,31,125 St,40.807754,-73.945495,0,,1,,57
0,3,31,125 St,40.807754,-73.945495,0,,1,,58
0,2,32,135 St,40.814229,-73.94077,1,,1,,59
0,3,32,135 St,40.814229,-73.94077,1,,1,,60
0,3,33,145 St,40.820421,-73.936245,0,,1,,61
0,3,34,Harlem-148 St,40.82388,-73.93647,0,,1,,62
0,4,13,Bowling Green,40.704817,-74.014065,1,,1,,63
0,5,13,Bowling Green,40.704817,-74.014065,1,,1,,64
0,4,14,Wall St,40.707557,-74.011862,0,,1,,65
0,5,14,Wall St,40.707557,-74.011862,0,,1,,66
0,4,15,Fulton St,40.710368,-74.009509,1,,1,,67
0,5,15,Fulton St,40.710368,-74.009509,1,,1,,68
0,4,16,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,1,,69
0,5,16,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,1,,70
0,6,1,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,0,,71
0,4,17,14 St-Union Sq,40.734673,-73.989951,0,,1,,72
0,5,17,14 St-Union Sq,40.734673,-73.989951,0,,1,,73
0,6,6,14 St-Union Sq,40.734673,-73.989951,0,,0,,74
0,4,18,Grand Central-42 St,40.751776,-73.976848,1,,1,,75
0,5,18,Grand Central-42 St,40.751776,-73.976848,1,,1,,76
0,6,10,Grand Central-42 St,40.751776,-73.976848,1,,0,,77
0,4,19,59 St,40.762526,-73.967967,0,,1,,78
0,5,19,59 St,40.762526,-73.967967,0,,1,,79
0,6,12,59 St,40.762526,-73.967967,0,,0,,80
0,4,20,86 St,40.779492,-73.955589,2,Uptown 6 only,1,,81
0,5,20,86 St,40.779492,-73.955589,2,Uptown 6 only,1,,82
0,6,15,86 St,40.779492,-73.955589,2,Uptown 6 only,0,,83
0,4,21,125 St,40.804138,-73.937594,1,,1,,84
0,5,21,125 St,40.804138,-73.937594,1,,1,,85
0,6,20,125 St,40.804138,-73.937594,1,,0,,86
0,6,2,Canal St,40.718803,-74.000193,1,,0,,87
0,6,3,Spring St,40.722301,-73.997141,0,,0,,88
0,6,4,Bleecker St,40.725915,-73.994659,1,,0,,89
0,6,5,Astor Pl,40.730054,-73.99107,0,,0,,90
0,6,7,23 St,40.739864,-73.986599,1,,0,,91
0,6,8,28 St,40.74307,-73.984264,2,Downtown only,0,,92
0,6,9,33 St,40.746081,-73.982076,0,,0,,93
0,6,11,51 St,40.757107,-73.97192,1,,0,,94
0,6,13,68 St-Hunter College,40.768141,-73.96387,0,,0,,95
0,6,14,77 St,40.77362,-73.959874,0,,0,,96
0,6,16,96 St,40.785672,-73.95107,0,,0,,97
0,6,17,103 St,40.7906,-73.947478,0,,0,,98
0,6,18,110 St,40.79502,-73.94425,0,,0,,99
0,6,19,116 St,40.798629,-73.941617,0,,0,,100
0,7,1,34 St-Hudson Yards,40.755882,-74.00191,1,,0,,101
0,7,2,Times Sq-42 St,40.755477,-73.987691,1,,0,,102
0,7,3,5 Av,40.753821,-73.981963,0,,0,,103
0,7,4,Grand Central-42 St,40.751431,-73.976041,1,,0,,104
0,GS,1,Grand Central-42 St,40.752769,-73.979189,1,,0,,105
0,GS,2,Times Sq-42 St,40.755983,-73.986229,0,,0,,106
0,A,22,Fulton St,40.710197,-74.007691,1,,1,,107
0,C,17,Fulton St,40.710197,-74.007691,1,,0,,108
0,A,23,Chambers St,40.714111,-74.008585,0,,1,,109
0,C,18,Chambers St,40.714111,-74.008585,0,,0,,110
0,A,24,Canal St,40.720824,-74.005229,0,,1,,111
0,C,19,Canal St,40.720824,-74.005229,0,,0,,112
0,E,2,Canal St,40.720824,-74.005229,0,,0,,113
0,A,25,W 4 St-Wash Sq,40.732338,-74.000495,1,,1,,114
0,C,21,W 4 St-Wash Sq,40.732338,-74.000495,1,,0,,115
0,E,4,W 4 St-Wash Sq,40.732338,-74.000495,1,,0,,116
0,A,26,14 St,40.740893,-74.00169,1,,1,,117
0,C,22,14 St,40.740893,-74.00169,1,,0,,118
0,E,5,14 St,40.740893,-74.00169,1,,0,,119
0,A,27,34 St-Penn Station,40.752287,-73.993391,1,,1,,120
0,C,24,34 St-Penn Station,40.752287,-73.993391,1,,0,,121
0,E,7,34 St-Penn Station,40.752287,-73.993391,1,,0,,122
0,A,28,42 St-Port Authority Bus Terminal,40.757308,-73.989735,1,,1,,123
0,C,25,42 St-Port Authority Bus Terminal,40.757308,-73.989735,1,,0,,124
0,E,8,42 St-Port Authority Bus Terminal,40.757308,-73.989735,1,,0,,125
0,A,29,59 St-Columbus Circle,40.768296,-73.981736,1,,1,,126
0,B,17,59 St-Columbus Circle,40.768296,-73.981736,1,,1,,127
0,C,27,59 St-Columbus Circle,40.768296,-73.981736,1,,0,,128
0,D,23,59 St-Columbus Circle,40.768296,-73.981736,1,,1,,129
0,A,30,125 St,40.811109,-73.952343,1,,1,,130
0,B,25,125 St,40.811109,-73.952343,1,,1,,131
0,C,35,125 St,40.811109,-73.952343,1,,0,,132
0,D,24,125 St,40.811109,-73.952343,1,,1,,133
0,A,31,145 St,40.824783,-73.944216,0,,1,,134
0,C,37,145 St,40.824783,-73.944216,0,,0,,135
0,A,32,168 St,40.840719,-73.939561,1,,1,,136
0,C,40,168 St,40.840719,-73.939561,1,,0,,137
0,A,33,175 St,40.847391,-73.939704,1,,1,,138
0,A,34,181 St,40.851695,-73.937969,0,,1,,139
0,A,35,190 St,40.859022,-73.93418,0,,1,,140
0,A,36,Dyckman St,40.865491,-73.927271,0,,1,,141
0,A,37,Inwood-207 St,40.868072,-73.919899,1,,1,,142
0,B,10,Grand St,40.718267,-73.993753,0,,1,,143
0,D,16,Grand St,40.718267,-73.993753,0,,1,,144
0,B,11,Broadway-Lafayette St,40.725297,-73.996204,1,,1,,145
0,D,17,Broadway-Lafayette St,40.725297,-73.996204,1,,1,,146
0,F,26,Broadway-Lafayette St,40.725297,-73.996204,1,,0,,147
0,FX,20,Broadway-Lafayette St,40.725297,-73.996204,1,,0,,148
0,M,14,Broadway-Lafayette St,40.725297,-73.996204,1,,0,,149
0,B,12,W 4 St-Wash Sq,40.732338,-74.000495,1,,1,,150
0,D,18,W 4 St-Wash Sq,40.732338,-74.000495,1,,1,,151
0,F,27,W 4 St-Wash Sq,40.732338,-74.000495,1,,0,,152
0,FX,21,W 4 St-Wash Sq,40.732338,-74.000495,1,,0,,153
0,M,15,W 4 St-Wash Sq,40.732338,-74.000495,1,,0,,154
0,B,13,34 St-Herald Sq,40.749719,-73.987823,1,,1,,155
0,D,19,34 St-Herald Sq,40.749719,-73.987823,1,,1,,156
0,F,30,34 St-Herald Sq,40.749719,-73.987823,1,,0,,157
0,FX,24,34 St-Herald Sq,40.749719,-73.987823,1,,0,,158
0,M,18,34 St-Herald Sq,40.749719,-73.987823,1,,0,,159
0,B,14,42 St-Bryant Pk,40.754222,-73.984569,0,,1,,160
0,D,20,42 St-Bryant Pk,40.754222,-73.984569,0,,1,,161
0,F,31,42 St-Bryant Pk,40.754222,-73.984569,0,,0,,162
0,FX,25,42 St-Bryant Pk,40.754222,-73.984569,0,,0,,163
0,M,19,42 St-Bryant Pk,40.754222,-73.984569,0,,0,,164
0,B,15,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,1,,165
0,D,21,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,1,,166
0,F,32,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,0,,167
0,FX,26,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,0,,168
0,M,20,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,0,,169
0,B,16,7 Av,40.762862,-73.981637,0,,1,,170
0,D,22,7 Av,40.762862,-73.981637,0,,1,,171
0,E,10,7 Av,40.762862,-73.981637,0,,0,,172
0,B,18,72 St,40.775594,-73.97641,0,,1,,173
0,C,28,72 St,40.775594,-73.97641,0,,0,,174
0,B,19,81 St-Museum of Natural History,40.781433,-73.972143,0,,1,,175
0,C,29,81 St-Museum of Natural History,40.781433,-73.972143,0,,0,,176
0,B,20,86 St,40.785868,-73.968916,0,,1,,177
0,C,30,86 St,40.785868,-73.968916,0,,0,,178
0,B,21,96 St,40.791642,-73.964696,0,,1,,179
0,C,31,96 St,40.791642,-73.964696,0,,0,,180
0,B,22,103 St,40.796092,-73.961454,0,,1,,181
0,C,32,103 St,40.796092,-73.961454,0,,0,,182
0,B,23,Cathedral Pkwy (110 St),40.800603,-73.958161,0,,1,,183
0,C,33,Cathedral Pkwy (110 St),40.800603,-73.958161,0,,0,,184
0,B,24,116 St,40.805085,-73.954882,0,,1,,185
0,C,34,116 St,40.805085,-73.954882,0,,0,,186
0,B,26,135 St,40.817894,-73.947649,0,,1,,187
0,C,36,135 St,40.817894,-73.947649,0,,0,,188
0,B,27,145 St,40.824783,-73.944216,0,,1,,189
0,D,25,145 St,40.824783,-73.944216,0,,1,,190
0,B,28,155 St,40.830135,-73.938209,0,,1,,191
0,D,26,155 St,40.830135,-73.938209,0,,1,,192
0,C,20,Spring St,40.726227,-74.003739,0,,0,,193
0,E,3,Spring St,40.726227,-74.003739,0,,0,,194
0,C,23,23 St,40.745906,-73.998041,0,,0,,195
0,E,6,23 St,40.745906,-73.998041,0,,0,,196
0,C,26,50 St,40.762456,-73.985984,2,Downtown only,0,,197
0,E,9,50 St,40.762456,-73.985984,2,Downtown only,0,,198
0,C,38,155 St,40.830518,-73.941514,0,,0,,199
0,C,39,163 St-Amsterdam Av,40.836013,-73.939892,0,,0,,200
0,E,1,World Trade Center,40.712582,-74.009781,1,,0,,201
0,E,11,5 Av/53 St,40.760167,-73.975224,0,,0,,202
0,M,21,5 Av/53 St,40.760167,-73.975224,0,,0,,203
0,E,12,Lexington Av/53 St,40.757552,-73.969055,1,,0,,204
0,M,22,Lexington Av/53 St,40.757552,-73.969055,1,,0,,205
0,F,23,East Broadway,40.713715,-73.990173,0,,0,,206
0,FX,17,East Broadway,40.713715,-73.990173,0,,0,,207
0,F,24,Delancey St-Essex St,40.718611,-73.988114,0,,0,,208
0,FX,18,Delancey St-Essex St,40.718611,-73.988114,0,,0,,209
0,F,25,2 Av,40.723402,-73.989938,0,,0,,210
0,FX,19,2 Av,40.723402,-73.989938,0,,0,,211
0,F,28,14 St,40.738228,-73.996209,0,,0,,212
0,FX,22,14 St,40.738228,-73.996209,0,,0,,213
0,M,16,14 St,40.738228,-73.996209,0,,0,,214
0,F,29,23 St,40.742878,-73.992821,0,,0,,215
0,FX,23,23 St,40.742878,-73.992821,0,,0,,216
0,M,17,23 St,40.742878,-73.992821,0,,0,,217
0,F,33,57 St,40.763972,-73.97745,0,,0,,218
0,FX,27,57 St,40.763972,-73.97745,0,,0,,219
0,F,34,Lexington Av/63 St,40.764629,-73.966113,1,,0,,220
0,FX,28,Lexington Av/63 St,40.764629,-73.966113,1,,0,,221
0,Q,26,Lexington Av/63 St,40.764629,-73.966113,1,,1,,222
0,F,35,Roosevelt Island,40.759145,-73.95326,1,,0,,223
0,FX,29,Roosevelt Island,40.759145,-73.95326,1,,0,,224
0,J,1,Broad St,40.706476,-74.011056,0,,1,,225
0,J,2,Fulton St,40.710374,-74.007582,1,,1,,226
0,J,3,Chambers St,40.713243,-74.003401,1,,1,,227
0,J,4,Canal St,40.718092,-73.999892,0,,1,,228
0,J,5,Bowery,40.72028,-73.993915,0,,1,,229
0,J,6,Delancey St-Essex St,40.718315,-73.987437,0,,1,,230
0,M,13,Delancey St-Essex St,40.718315,-73.987437,0,,0,,231
0,L,20,1 Av,40.730953,-73.981628,1,,0,,232
0,L,21,3 Av,40.732849,-73.986122,0,,0,,233
0,L,22,14 St-Union Sq,40.734789,-73.99073,1,,0,,234
0,L,23,6 Av,40.737335,-73.996786,0,,0,,235
0,L,24,8 Av,40.739777,-74.002578,1,,0,,236
0,N,14,Canal St,40.718383,-74.00046,0,,1,,237
0,Q,21,Canal St,40.718383,-74.00046,0,,1,,238
0,N,15,14 St-Union Sq,40.735736,-73.990568,1,,1,,239
0,Q,22,14 St-Union Sq,40.735736,-73.990568,1,,1,,240
0,W,29,14 St-Union Sq,40.735736,-73.990568,1,,0,,241
0,R,24,14 St-Union Sq,40.735736,-73.990568,1,,0,,242
0,N,16,34 St-Herald Sq,40.749567,-73.98795,1,,1,,243
0,Q,23,34 St-Herald Sq,40.749567,-73.98795,1,,1,,244
0,W,32,34 St-Herald Sq,40.749567,-73.98795,1,,0,,245
0,R,27,34 St-Herald Sq,40.749567,-73.98795,1,,0,,246
0,N,17,Times Sq-42 St,40.754672,-73.986754,1,,1,,247
0,Q,24,Times Sq-42 St,40.754672,-73.986754,1,,1,,248
0,W,33,Times Sq-42 St,40.754672,-73.986754,1,,0,,249
0,R,28,Times Sq-42 St,40.754672,-73.986754,1,,0,,250
0,N,18,49 St,40.759901,-73.984139,2,Uptown only,1,,251
0,W,34,49 St,40.759901,-73.984139,2,Uptown only,0,,252
0,R,29,49 St,40.759901,-73.984139,2,Uptown only,0,,253
0,N,19,57 St-7 Av,40.764664,-73.980658,1,,1,,254
0,Q,25,57 St-7 Av,40.764664,-73.980658,1,,1,,255
0,W,35,57 St-7 Av,40.764664,-73.980658,1,,0,,256
0,R,30,57 St-7 Av,40.764664,-73.980658,1,,0,,257
0,N,20,5 Av/59 St,40.764811,-73.973347,0,,1,,258
0,W,36,5 Av/59 St,40.764811,-73.973347,0,,0,,259
0,R,31,5 Av/59 St,40.764811,-73.973347,0,,0,,260
0,N,21,Lexington Av/59 St,40.76266,-73.967258,0,,1,,261
0,W,37,Lexington Av/59 St,40.76266,-73.967258,0,,0,,262
0,R,32,Lexington Av/59 St,40.76266,-73.967258,0,,0,,263
0,Q,27,72 St,40.768799,-73.958424,1,,1,,264
0,Q,28,86 St,40.777891,-73.951787,1,,1,,265
0,Q,29,96 St,40.784318,-73.947152,1,,1,,266
0,W,22,Whitehall St-South Ferry,40.703087,-74.012994,0,,0,,267
0,R,17,Whitehall St-South Ferry,40.703087,-74.012994,0,,0,,268
0,W,23,Rector St,40.70722,-74.013342,0,,0,,269
0,R,18,Rector St,40.70722,-74.013342,0,,0,,270
0,W,24,Cortlandt St,40.710668,-74.011029,1,,0,,271
0,R,19,Cortlandt St,40.710668,-74.011029,1,,0,,272
0,W,25,City Hall,40.713282,-74.006978,0,,0,,273
0,R,20,City Hall,40.713282,-74.006978,0,,0,,274
0,W,26,Canal St,40.719527,-74.001775,0,,0,,275
0,R,21,Canal St,40.719527,-74.001775,0,,0,,276
0,W,27,Prince St,40.724329,-73.997702,0,,0,,277
0,R,22,Prince St,40.724329,-73.997702,0,,0,,278
0,W,28,8 St-NYU,40.730328,-73.992629,0,,0,,279
0,R,23,8 St-NYU,40.730328,-73.992629,0,,0,,280
0,W,30,23 St,40.741303,-73.989344,0,,0,,281
0,R,25,23 St,40.741303,-73.989344,0,,0,,282
0,W,31,28 St,40.745494,-73.988691,0,,0,,283
0,R,26,28 St,40.745494,-73.988691,0,,0,,284
1,1,4,Marble Hill-225 St,40.874561,-73.909831,0,,0,,285
1,1,5,215 St,40.869444,-73.915279,0,,0,,286
1,1,6,207 St,40.864621,-73.918822,0,,0,,287
1,1,7,Dyckman St,40.860531,-73.925536,2,Downtown only,0,,288
1,1,8,191 St,40.855225,-73.929412,0,,0,,289
1,1,9,181 St,40.849505,-73.933596,0,,0,,290
1,1,10,168 St-Washington Hts,40.840556,-73.940133,0,,0,,291
